# Japanese decode using Data Crystal Robotrek/Strings JP definitions.
# source fields	raw bytes	decoded text
0x01CC57	005D	C9 C6 C3 C0 BE BB B8 B6 B3 B1 AE AC AA A7 A5 A3 A1 9F 9D 9B 99 97 95 93 92 90 8F 8D 8C 8A 89 88 87 86 85 84 83 83 82 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 82 83 83 84 85 86 87 88 89 8A 8C 8D 8F 90 92 93 95 97 99 9B 9D 9F A1 A3 A5 A7 AA AC AE B1 B3 B6 B8 BB BE C0 C3 C6 C9	[PAU:C6][PAL:C0][BYTE:BE][BYTE:BB][BYTE:B8][BYTE:B6][BYTE:B3][BYTE:B1][BYTE:AE][BYTE:AC][BYTE:AA][BYTE:A7][BYTE:A5][BYTE:A3][BYTE:A1][BYTE:9F][BYTE:9D][BYTE:9B][BYTE:99][BYTE:97][BYTE:95][BYTE:93][BYTE:92][BYTE:90][BYTE:8F][BYTE:8D][BYTE:8C][BYTE:8A][BYTE:89][BYTE:88][BYTE:87][BYTE:86][BYTE:85][BYTE:84][BYTE:83][BYTE:83]巨關關關關關關關責[BYTE:83][BYTE:84][BYTE:85][BYTE:86][BYTE:87][BYTE:88][BYTE:89][BYTE:8A][BYTE:8C][BYTE:8D][BYTE:8F][BYTE:90][BYTE:92][BYTE:93][BYTE:95][BYTE:97][BYTE:99][BYTE:9B][BYTE:9D][BYTE:9F][BYTE:A1][BYTE:A3][BYTE:A5][BYTE:A7][BYTE:AA][BYTE:AC][BYTE:AE][BYTE:B1][BYTE:B3][BYTE:B6][BYTE:B8][BYTE:BB][BYTE:BE][END][PAL:C6][PAU:]
0x08AF31	0100	D5 53 48 68 4A 42 60 62 CD 3F 5E 47 3C 5D 68 0D 47 7D C0 D7 E0 16 56 3D 6E 20 4F 68 4E 40 80 45 63 44 4E 00 CD 0D 41 4A 40 7E 7E 7E DE D7 5E 7E 5E 42 49 42 54 20 80 E9 63 09 CD 80 CE 5D 20 81 3E 0A 40 61 4F 6E 7D CD 3F 3C 6E 20 80 9A 80 36 21 7D CD 81 06 67 20 80 2D 6E 4D 63 40 7D 0F DE D7 E0 17 3E 0F C9 14 3E 0F C9 14 3E 0F CD C9 3C 66 7E 66 4A 46 53 20 3F 81 06 0D 47 40 6E 7D 0F D1 E0 16 80 9A 80 36 53 5D 53 54 20 80 AA 80 AB 53 5D 53 7D CD 44 53 81 3A 81 0A 50 20 81 46 53 3B 62 81 06 80 57 80 79 67 CD 66 4A 46 4A 59 3E 7D D1 E0 17 66 7E 66 40 62 59 46 4A 60 6D CD C9 3C 3B 53 7E 7E 7E 80 CE 20 3F 81 98 81 49 00 81 3A 4F 42 4D CD 44 64 46 40 4F 3C 68 0D 47 43 0E 7E 7E 7E D1 20 C2 00 54 CD C3 02 20 78 73 73 D4 4E 65 68 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	[HIRAGANA]のせんたくより\nおやすいもんです![END][DFT][E2:1656]うっ なんとか出ることが\nできたか···[TPL:D7]や·やくそくは 守るぞ\n私も 男だからなっ!\nおいっ 助手A!\n金を 持ってるか!?[TPL:D7][E2:173E]?[PAU:14]え?[PAU:14]え?\n[PAU:3C]わ·わたしの お金ですかっ!?[FIN][E2:1680][BYTE:9A]手のものは 博士のもの!\nこの少年に 君のあり金全部を\nわたしたまえ![FIN][E2:1766]·わかりましたよぉ\n[PAU:3C]あの···私 お給料が少なくて\nこれしかないんですけど···[FIN] [NAM:00]は\n[PAL:02] 500[KATAKANA]トロン[HIRAGANA][PAL:00]を 手に入れた!
0x08B093	0090	20 80 E9 6E 4D 3C 63 40 61 4F CD 49 3D 20 40 68 4A 68 50 54 CD 4D 0A 46 54 20 0D 41 68 09 D1 59 3B 20 5E 64 63 0A 43 5E 6E 4D 5A 63 00 3C 3C CD 80 CE 53 80 23 6E 4A 20 D4 1B 65 4D 42 4E D5 67 CD 4A 5C 47 20 3C 3C D4 4B 6F 68 47 D5 0A 7D CD 44 64 67 20 81 46 50 42 64 4D 5E 65 3D DE D7 49 3D 49 3D 20 D4 40 01 D5 0A 6E 4A 4F CD 58 61 20 42 64 4D 5E 63 7D DE D7 20 C2 00 54 CD C3 02 20 D4 40 01 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	 守っているからな\nそう かんたんには\nてだしは できんぞ[FIN]まあ やれるだけやってみるがいい\n私の作った [KATAKANA]プロテクト[HIRAGANA]を\nためす いい[KATAKANA]チャンス[HIRAGANA]だ!\nこれを 君にくれてやろう[TPL:D7]そうそう [KATAKANA]カギ[HIRAGANA]だったな\nほら くれてやる![TPL:D7] [NAM:00]は\n[PAL:02] [KATAKANA]カギ[HIRAGANA][PAL:00]を 手に入れた!
0x08B489	0100	7D CD C9 1E DC 00 80 9A 80 36 21 7D 80 1D 80 D7 0A 7D 7D CD 44 53 D4 52 07 5A D5 0D 20 80 1D 80 D7 67 47 63 09 7D D1 E0 17 66 40 62 59 46 4A 7D 80 AA 80 AB 7D CD 80 1D 80 D7 0D 47 52 7D C0 D7 D4 44 68 1A 70 73 4A 73 D5 53 81 09 80 56 67 46 4D 63 80 46 6E 4D CD 40 66 6E 4A 80 46 00 20 81 23 3C 4E 81 41 41 59 47 43 0E CD 80 D9 81 15 50 20 49 3D 80 7A 3C 59 47 60 CD 3B 4F 4A 5D 20 80 89 67 4C 43 4D 42 0A 45 3C 52 1F C0 D7 3B 7E 3B 53 6D 7E 7E 7E CD C9 1E 0E 7E D4 0E 42 4A 73 D5 27 54 CD 3B 3B 20 81 10 6E 4D 59 47 43 0E CD 45 6E 41 45 46 3B 03 4A 20 C3 03 80 CE 53 C3 00 3F 81 06 67 D1 81 6C 46 4D 42 64 4A 61 20 3B 53 81 3E 53 44 4E 67 CD 80 CE 00 20 80 DB 3E 4D 5D 3C 3C 68 0D 47 60 CD 20 3F 81 6C 46 46 59 46 71 3D CD 20 5D 61 6E 4A 81 06 54 20 81 6C 45 4F 3C 60	!\n[PAU:1E][NXT]が助手A!実驗だ!!\nこの[KATAKANA]ネズミ[HIRAGANA]で 実驗をするぞ![FIN][E2:1766]かりました!博士!\n実驗ですね![END][DFT][KATAKANA]コンピューター[HIRAGANA]の仕事をしてる人って\nかわった人が 多いと聞きますけど\n本当に そう思いますよ\nあなたも 気をつけてくださいね˳[END][DFT]あ·あのぉ···\n[PAU:1E]ど·[KATAKANA]ドクター[HIRAGANA]Gは\nああ 言ってますけど\nさっきさしあげた [PAL:03]私の[PAL:00]お金を[FIN]返してくれたら あの男のことを\n私が 教えてもいいんですよ\n お返ししましょう\n もらった金は 返さないよ
0x08B5E9	0100	67 CD 81 78 0C 43 4D 3C 4A 0A 43 59 48 68 40 0F C0 D0 CD 20 C2 00 54 CD C3 02 20 78 73 73 D4 4E 65 68 D5 C3 00 67 20 66 4A 46 4A 7D D1 3D 3D 3D 20 3B 62 00 4E 3D 04 05 3C 59 47 CD 44 64 0D 20 80 26 81 8F 5D CD 42 61 46 4D 3C 43 59 47 D1 3B 53 81 3E 53 20 41 3F 42 54 CD C3 02 D4 5C 3C 68 44 68 1A 70 73 4A 73 D5 C3 00 53 80 1C 50 CD 80 31 64 61 64 4D 3C 63 54 07 0D 47 D1 0A 43 0E 20 81 32 80 0A 80 62 80 C4 0D 47 40 61 52 CD 80 EA 40 50 20 80 E9 61 64 4D 3C 63 54 07 0D 47 D1 49 64 4E 20 44 64 67 45 46 3B 03 59 47 CD 44 64 0D C3 02 D4 5C 3C 68 44 68 1A 70 73 4A 73 80 A0 D5 C3 00 50 CD 80 31 63 44 4E 00 20 0D 41 63 0D 46 71 3D CD D4 0E 42 4A 73 D5 27 50 54 20 D4 4F 3C 46 71 D5 0D 47 60 1F D1 20 C2 00 54 CD C3 02 20 D4 40 01 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	を\n片づけていただけませんか?[END][CLR]\n [NAM:00]は\n[PAL:02] 500[KATAKANA]トロン[HIRAGANA][PAL:00]を わたした![FIN]ううう ありがとうございます\nこれで 今月も\nくらしていけます[FIN]あの男の きおくは\n[PAL:02][KATAKANA]メインコンピューター[HIRAGANA][PAL:00]の中に\n入れられているはずです[FIN]だけど 重要機密ですからね\n何かに 守られているはずです[FIN]それと これをさしあげます\nこれで[PAL:02][KATAKANA]メインコンピューター室[HIRAGANA][PAL:00]に\n入ることが できるでしょう\n[KATAKANA]ドクター[HIRAGANA]Gには [KATAKANA]ナイショ[HIRAGANA]ですよ˳[FIN] [NAM:00]は\n[PAL:02] [KATAKANA]カギ[HIRAGANA][PAL:00]を 手に入れた!
0x08C77B	005F	D7 E0 16 3C 6E 4A 3C 20 0E 44 50 80 1E 6E 4D 3C 4A 68 0A 7D CD 46 6E 40 62 20 5F 3D 0E 3D CD 46 4D 42 64 4A 59 3E 60 1F C0 D0 4F 7E 4F 50 00 20 58 46 3C 68 0A 0F CD 81 48 80 56 50 80 45 4A 61 20 81 8B 3E 63 09 7D CD 20 41 3F 42 67 81 12 6E 4A 81 3E 53 44 4E CD 20 3F 81 06 00 58 46 3C	[DFT][E2:163C]ったい どこに行っていたんだ!\nしっかり ゆうどう\nしてくれたまえよ˳[END][CLR]な·なにが ほしいんだ?\n無事に出たら 考えるぞ!\n きおくを失った男のこと\n お金がほしい
0x08C7DB	0019	D0 49 3D 81 10 66 07 7D CD 49 44 67 20 4F 68 4E 40 7E 7E 7E CD CF 86 C8 88	[CLR]そう言わず!\nそこを なんとか···\n[STR:86C888]
0x08C7F5	00AA	D0 3B 53 20 C3 02 D4 3B 41 54 14 61 D5 C3 00 53 44 4E 40 0F CD 66 40 6E 4A 7D 80 DB 3E 4D 5E 63 7D CD 0D 54 20 81 30 82 4C 4A 53 5B 09 7D C0 D0 4F 7E 4F 50 6E 7D 0F C9 1E 81 06 40 6E 7D 0F CD C9 1E 66 7E 66 40 6E 4A 7D 81 06 4F 61 42 64 4D 5E 63 7D CD 0D 54 20 81 30 82 4C 4A 53 5B 09 7D C0 D7 3B 6E 7D 49 44 53 20 80 5F 80 1E 42 81 3A 81 0A 60 7D CD 44 53 D4 0E 42 4A 73 D5 27 67 CD 81 48 81 4B 46 4D 80 1E 42 4E 3C 3D 53 40 7D 0F C0 20 81 8B 3E 4D 5E 61 68 0D 5D 4F 3C CD 20 4E 50 40 42 20 5E 4F 44 6E 4A 3C	[CLR]あの [PAL:02][KATAKANA]アキハバラ[HIRAGANA][PAL:00]のことか?\nわかった!教えてやる!\nでは 早速たのむぞ![END][CLR]な·なにっ!?[PAU:1E]金かっ!?\n[PAU:1E]わ·わかった!金ならくれてやる!\nでは 早速たのむぞ![END][DFT]あっ!そこの 道行く少年よ!\nこの[KATAKANA]ドクター[HIRAGANA]Gを\n無視して行くというのか!?[END] 考えてやらんでもない\n とにかく やなこったい
0x08D08C	0100	36 50 20 81 3F 4B 4D 46 59 6E 4A D1 0A 64 40 20 3B 53 80 69 80 6A 80 0A 80 6E 50 53 62 44 5A CD D4 4D 6A 61 5A 47 80 BF D5 67 CD 3F 80 9A 43 46 60 3D 4E 3C 3D 81 26 54 20 3C 4F 3C 40 0F C0 D7 4F 68 4E 3C 3D 20 82 33 43 4F 3C 44 4E 0A 7D CD 4F 61 14 20 5E 5B 67 3E 4F 3C CD 44 64 60 62 20 82 77 80 46 53 82 5A 50 59 66 62 CD C3 02 D4 42 06 D5 C3 00 67 66 4A 47 D1 C3 02 80 70 3C D4 42 06 D5 C3 00 67 20 55 3C 4A 81 26 54 CD D4 4D 6A 61 5A 47 80 BF D5 20 81 9C 80 45 81 A9 4E 46 4D CD 82 4F 82 0D 46 4D 5D 61 3D 44 4E 4E 47 63 CD 60 65 46 3C 40 0F C0 D7 E0 15 C2 00 80 BF 5D CD 55 4E 4C 20 3F 82 75 41 42 0A 45 3C D1 56 4A 4C 46 40 81 16 6E 4D 3F 62 59 48 68 00 7E 7E 7E CD 81 DE 4E 81 E6 20 0E 4B 61 00 60 65 46 3C 0D 47 40 0F CD 20 81 DE 67 55 42 CD 20 81 E6 67 55 42	Vに 落ちてしまった[FIN]だれか あの宇宙要塞にのりこみ\n[KATAKANA]ティラミス樣[HIRAGANA]を\nお助けしようという者は いないか?[END][DFT]なんという 情けないことだ!\nならば やむをえない\nこれより 各人の席にまわり\n[PAL:02][KATAKANA]クジ[HIRAGANA][PAL:00]をわたす[FIN][PAL:02]赤い[KATAKANA]クジ[HIRAGANA][PAL:00]を ひいた者は\n[KATAKANA]ティラミス樣[HIRAGANA] 救出隊として\n参加してもらうこととする\nよろしいか?[END][DFT][E2:15C2]が樣も\nひとつ お引きください[FIN]ふたつしか残っておりませんが···\n右と左 どちらがよろしいですか?\n 右をひく\n 左をひく
0x08DABD	0100	3C 1F C0 D7 D4 4D 6A 61 5A 47 80 BF D5 00 20 3F 81 1C 4B 0D 47 CD 44 53 81 B7 53 C3 02 80 B3 80 B4 80 A0 C3 00 50 CD 3F 3C 0D 42 0A 45 3C 1F C0 D7 44 4B 61 53 80 B3 80 B4 80 A0 0D 54 CD 80 FB D4 54 6E 40 73 D5 53 4A 5C 53 80 23 80 15 67 CD 80 59 82 65 81 8B 3E 4D 3C 63 53 0D 47 1F C0 D7 44 4B 61 54 20 80 39 80 3A 80 A0 0D 47 CD D4 46 71 44 61 80 6B D5 53 20 81 99 81 9A 81 26 4A 4B 00 CD 80 FB D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E 80 6C D5 53 81 D3 81 D4 53 CD 80 39 80 3A 80 9F 80 27 67 20 3F 44 4F 6E 4D 63 53 0D 47 1F C0 D7 44 44 54 20 80 D8 80 7B 80 A0 0D 47 CD D4 4D 6A 61 5A 47 80 BF D5 0D 46 4A 61 20 44 53 81 B7 53 CD C3 02 80 B3 80 B4 80 A0 C3 00 50 20 3F 3C 0D 0D 47 1F C0 D7 44 4B 61 54 20 80 DC 80 DD D4 47 1C 73 47 D5 0D 47 CD 80 0A 80 6E 53 81 CB 81	い˳[END][DFT][KATAKANA]ティラミス樣[HIRAGANA]が お待ちです\nこの與の[PAL:02]司令室[PAL:00]に\nおいでください˳[END][DFT]こちらの司令室では\n対[KATAKANA]ハッカー[HIRAGANA]のための作戦を\n日夜考えているのです˳[END][DFT]こちらは 研究室です\n[KATAKANA]ショコラ星[HIRAGANA]の 科学者たちが\n対[KATAKANA]ハッカー宇宙要塞用[HIRAGANA]の武器の\n研究開発を おこなってるのです˳[END][DFT]ここは 会誄室です\n[KATAKANA]ティラミス樣[HIRAGANA]でしたら この與の\n[PAL:02]司令室[PAL:00]に おいでです˳[END][DFT]こちらは 居住[KATAKANA]スペース[HIRAGANA]です\n要塞の攻[BYTE:81]
0x08E16C	0100	46 40 43 63 C3 00 53 0D 47 D1 44 64 67 20 C3 02 80 70 7E 80 72 7E 80 71 53 80 19 0D CD C3 00 D4 48 6E 4E D5 47 64 14 20 80 0A 80 6E 53 D4 3E 68 06 68 D5 53 CD 80 67 41 67 80 6F 5C 61 64 63 54 07 0D 47 D1 7E 7E 7E 49 44 0D 20 C2 00 80 BF 50 CD 3F 52 00 3C 00 3B 63 53 0D 47 CD C9 1E 80 1D 54 20 D4 46 71 44 61 80 6B D5 50 54 20 5D 3D CD 80 69 80 6A 80 C2 67 80 23 63 20 81 B1 81 19 00 4F 3C 53 0D 47 D1 C2 00 80 BF 54 20 80 69 80 6A 80 C2 67 CD 3F 80 2D 4B 0A 4E 20 81 41 3C 4D 3F 62 59 47 CD 49 64 50 20 80 ED 80 EE 80 0A 80 6E 53 81 56 80 79 50 5D CD 80 31 6E 4D 3C 61 6E 46 6F 63 D1 44 53 D4 1D 6E 4E D5 67 46 40 43 63 4A 5C 20 5D 3D 80 ED 80 EE CD 80 0A 80 6E 57 20 80 1E 6E 4D 3C 4A 0A 43 4F 3C 0D 47 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 5D 3D 20 5E 0A 7D	しかける[PAL:00]のです[FIN]これを [PAL:02]赤·黄·青の順で\n[PAL:00][KATAKANA]セット[HIRAGANA]すれば 要塞の[KATAKANA]エンジン[HIRAGANA]の\n動きを止められるはずです[FIN]···そこで [NAM:00]樣に\nおねがいがあるのです\n[PAU:1E]実は [KATAKANA]ショコラ星[HIRAGANA]には もう\n宇宙船を作る 資材がないのです[FIN][NAM:00]樣は 宇宙船を\nお持ちだと 聞いております\nそれに 一度要塞の内部にも\n入っていらっしゃる[FIN]この[KATAKANA]ポット[HIRAGANA]をしかけるため もう一度\n要塞へ 行っていただけないですか?\n おやすいご用です\n もう やだ!
0x08E2E6	00C6	D7 3F 3C 20 5A 68 4F 7D C9 1E 81 41 3C 4D 4A 40 0F CD 80 1E 6E 4D 42 0A 45 63 49 3D 0A 09 7D C0 D0 58 7E 58 68 4E 3D 0D 47 40 0F 7D CD 7E 7E 7E 0D 5D 20 3F 50 5D 4C 00 CD 3C 6E 19 3C 0D 20 3F 66 4A 46 0D 41 59 48 68 52 CD 7E 7E 7E 4E 58 58 58 58 1F C0 D0 7E 7E 7E 49 3D 0D 47 40 20 C9 1E 49 3D 0D 47 60 52 CD 81 92 53 80 6B 53 81 04 50 20 4A 53 5B 4F 68 4D CD 82 29 00 60 47 01 59 47 52 CD C9 1E 7E 7E 7E 81 12 81 28 46 59 46 4A 1F C0 D7 44 64 54 C2 00 80 BF CD C9 14 80 EA 40 20 04 80 6C 0D 47 40 0F CD 20 5E 6E 19 62 20 81 05 80 32 46 4D 3B 03 63 CD 20 4F 68 0D 5D 4F 3C 60 20 60 68 0A 0A 43	[DFT]おい みんな![PAU:1E]聞いてたか?\n行ってくださるそうだぞ![END][CLR]ほ·ほんとうですか?!\n···でも おにもつが\nいっぱいで おわたしできませんね\n···とほほほほ˳[END][CLR]···そうですか [PAU:1E]そうですよね\n他の星の方に たのむなんて\n虫がよすぎますね\n[PAU:1E]···失礼しました˳[END][DFT]これは[NAM:00]樣\n[PAU:14]何か ご用ですか?\n やっぱり 協力してあげる\n なんでもないよ よんだだけ
0x08EB6E	0100	80 14 80 8C 0A 4E 20 81 41 3C 4D 3C 59 47 D1 44 53 E0 00 40 61 20 3B 53 80 0A 80 6E 53 CD 82 28 81 B5 67 20 3D 4C 46 0A 46 CD 3B 64 50 20 80 FB 44 3D 0D 41 63 5D 53 67 CD 80 27 80 14 47 63 44 4E 00 0D 41 63 54 07 0D 47 D1 CD 20 C2 00 54 CD C3 02 20 80 75 74 C3 00 67 20 66 4A 46 4A D1 CD 20 C2 00 54 CD C3 02 20 80 75 75 C3 00 67 20 66 4A 46 4A D1 CD 20 C2 00 54 CD C3 02 20 80 75 76 C3 00 67 20 66 4A 46 4A D1 7E 7E 7E 3F 5E 0F CD C9 1E 40 66 6E 4A 5D 53 67 20 3F 5D 4B 0D 47 52 CD 49 53 C3 02 D4 47 42 61 6E 1B D5 21 C3 00 0D 47 60 CD E0 1A 53 20 D4 47 42 61 6E 1B D5 0D 47 52 D1 80 CE 54 20 D4 65 18 6E 4E D5 53 80 39 80 3A 5D 46 4D 59 46 4D 52 CD 82 4F 81 8B 50 20 80 54 48 4D 3C 4A 0A 43 59 48 68 40 0F CD 20 4B 71 6E 4E 0A 43 0A 60 CD 20 7E 7E 7E 7E 7E 7E 5E 0A	明品だと 聞いています[FIN]この[E2:0040]ら あの要塞の\n弱点を うつしだし\nあれに 対こうできるものを\n発明することができるはずです[FIN]\n [NAM:00]は\n[PAL:02] 石1[PAL:00]を わたした[FIN]\n [NAM:00]は\n[PAL:02] 石2[PAL:00]を わたした[FIN]\n [NAM:00]は\n[PAL:02] 石3[PAL:00]を わたした[FIN]···おや?\n[PAU:1E]かわったものを おもちですね\nその[PAL:02][KATAKANA]スクラップ[HIRAGANA]A[PAL:00]ですよ\n[E2:1A53] [KATAKANA]スクラップ[HIRAGANA]ですね[FIN]私は [KATAKANA]ロボット[HIRAGANA]の研究もしてましてね\n参考に 見せていただけませんか?\n ちょっとだけだよ\n ······やだ
0x08EC6F	00C0	D0 80 D9 81 15 0D 47 40 0F C9 1E 3B 62 00 4E 3D 04 05 3C 59 47 CD 3C 65 68 4F 5D 53 67 20 80 C9 17 63 44 4E 00 CD 80 27 80 14 53 20 D4 55 68 4E D5 50 4F 62 59 47 40 61 52 D1 20 C2 00 54 CD C3 02 20 D4 47 42 61 6E 1B D5 21 C3 00 67 20 3F 80 5C 46 46 4A D1 0D 54 20 81 3A 46 53 81 2B 3F 81 75 62 46 59 47 CD 80 CE 54 20 80 39 80 3A 80 3B 53 81 04 50 3C 59 47 53 0D CD 08 55 20 80 54 81 9A 50 3C 61 46 4D 42 0A 45 3C 1F C0 D0 49 3D 3C 66 64 63 4E 20 59 47 59 47 CD 80 54 4A 42 4F 63 4F 3B 20 3F 52 00 3C 46 59 47 60 7D CD 20 4B 71 6E 4E 0A 43 0A 60 CD 20 7E 7E 7E 7E 7E 7E 5E 0A	[CLR]本当ですか?[PAU:1E]ありがとうございます\nいろんなものを 調べることが\n発明の [KATAKANA]ヒント[HIRAGANA]になりますからね[FIN] [NAM:00]は\n[PAL:02] [KATAKANA]スクラップ[HIRAGANA]A[PAL:00]を お貸しした[FIN]では 少しの間お借りします\n私は 研究所の方にいますので\nぜひ 見学にいらしてください˳[END][CLR]そういわれると ますます\n見たくなるなあ おねがいしますよ!\n ちょっとだけだよ\n ······やだ
0x08F475	0038	0D 47 7D D1 4F 50 6E 7D 0F CD C9 1E 82 34 80 15 0A 7D 82 34 80 15 46 65 7D CD 44 53 59 59 0D 54 20 5E 61 64 63 09 7D C0 D7 80 C2 80 82 7D CD 82 80 80 2C 00 20 81 CB 81	です![FIN]なにっ!?\n[PAU:1E]応戦だ!応戦しろ!\nこのままでは やられるぞ![END][DFT]船長!\n砲台が 攻[BYTE:81]
0x08F4AE	002D	67 3D 43 59 46 4A 7D CD 82 34 80 15 47 63 44 4E 00 0D 41 59 48 68 6E 7D C0 D7 80 C2 80 82 7D D4 3E 68 06 68 63 73 5B D5 00 CD 81 CB 81	をうけました!\n応戦することができませんっ![END][DFT]船長![KATAKANA]エンジンルーム[HIRAGANA]が\n攻[BYTE:81]
0x0992DC	0100	82 6E 4D CD 3C 5E 4F 81 2A 0A 4E 80 7A 66 4F 3C 0F D1 5E 6E 19 62 20 49 3D 80 7A 3D 0F CD 3B 53 80 46 D4 65 44 44 80 99 D5 50 3D 61 5A 00 3B 63 40 61 CD 66 05 66 05 20 80 99 53 80 46 4A 4B 67 45 61 6E 4D CD 81 FB 40 48 4D 63 68 0D 46 71 0F C9 0A 82 11 3C 60 52 D1 0D 5D 20 3B 53 80 46 50 82 48 61 3D 4E CD 60 42 4D 5B 44 3D 46 14 61 42 C3 02 D4 4E 3C 64 D5 49 3D 06 CD C3 00 80 42 3C 4E 20 80 50 4F 80 27 80 14 80 8C 0D CD C3 02 D4 52 07 5A D5 C3 00 50 45 64 4B 6F 3D 61 46 3C 60 D1 CD 56 6B 68 20 41 67 4C 43 60 3D 6E 4E C0 D7 CD DC 07 7E 7E 7E 7E 7E 7E 7E 7E 7E 7E DC 00 C0 D7 52 6E 7D C9 0A 52 6E 7D C9 0A 52 6E 7D CD 80 26 53 80 52 20 81 41 3C 4D 4A 7D 0F CD 0A 64 40 50 20 80 52 47 4C 5D 62 7D 0F CD 20 49 64 54 20 55 5A 4C 0D 47 CD 20 80 52 46 4A 62 46 4F 3C 60	骨て\nいやな奴だと思わない?[FIN]やっぱり そう思う?\nあの人[KATAKANA]ロココ町[HIRAGANA]にうらみがあるから\nわざわざ 町の人たちをさらって\n働かせてるんでしょ?[PAU:0A]暗いよね[FIN]でも あの人に逆らうと\nよくてむこうしばらく[PAL:02][KATAKANA]トイレ[HIRAGANA]そうじ\n[PAL:00]悪いと 変な発明品で\n[PAL:02][KATAKANA]ネズミ[HIRAGANA][PAL:00]にされちゃうらしいよ[FIN]\nふぅん きをつけようっと[END][DFT]\n[NXT]ず··········[NXT]が[END][DFT]ねっ![PAU:0A]ねっ![PAU:0A]ねっ!\n今の話 聞いてた!?\nだれかに 話すつもり!?\n それは ひみつです\n 話したりしないよ
0x0995B9	0100	67 82 3A 46 4D 63 68 0A 00 CD 80 54 81 12 6E 4A 6E 4D 0F CD C9 3C 14 6E 40 0A 52 3E 3F 80 01 20 44 53 80 39 80 3A 80 3B 50 54 CD 4B 71 6E 4E 46 4A 20 46 40 43 00 3B 63 53 45 D1 56 4C 3D 06 6F 20 80 54 3E 4F 3C D4 0E 3B D5 5E CD D4 4E 61 6E 1B D5 00 3B 6E 4D 4F CD C3 02 D4 40 5C 64 3F 68 02 61 47 D5 C3 00 6E 4D 53 00 4F 3C 4E CD 49 64 67 20 80 54 63 44 4E 54 0D 41 52 3E 68 0A 08 D1 81 F6 0F 81 F6 54 5D 4B 65 68 80 2D 6E 4D 63 45 CD C9 28 3E 0F C9 14 81 B6 46 3C 0F CD C9 14 57 57 57 20 81 85 53 80 1C 49 68 4F 50 3B 59 42 4F 3C 08 CD 81 3E 4F 61 20 80 4C 80 2F 0D 80 36 50 80 31 64 4F D1 4A 46 40 CD C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 6E 4D 80 3B 0D CD 80 23 6E 4D 63 54 07 0A 08 D1 D3 A6 96 D7 E0 03 C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 54 20 80 CB 80	を探してるんだが\n見失ったって?\n[PAU:3C]ばっかだねえお前 この研究所には\nちょっとした しかけがあるのさ[FIN]ふつうじゃ 見えない[KATAKANA]ドア[HIRAGANA]や\n[KATAKANA]トラップ[HIRAGANA]があってな\n[PAL:02][KATAKANA]カメレオングラス[HIRAGANA][PAL:00]ってのがないと\nそれを 見ることはできねえんだぜ[FIN]俺?俺はもちろん持ってるさ\n[PAU:28]え?[PAU:14]欲しい?\n[PAU:14]へへへ 世の中そんなにあまくないぜ\n男なら 自分で手に入れな[FIN]たしか\n[PAL:02]研究開発室[PAL:00]って所で\n作ってるはずだぜ[FIN][JMP][BYTE:A6][BYTE:96][DFT][E2:03C3]ぐ研究開発室[PAL:00]は 食[BYTE:80]
0x099AD9	0046	D0 49 64 54 20 60 40 6E 4A 08 7D CD 80 46 80 36 00 82 0A 62 4F 42 4D 20 81 37 6E 4D 4A 68 0A 60 CD C3 02 80 39 80 3A 80 9F 80 27 80 A0 50 20 80 45 80 01 67 CD 4E 0E 43 4D 42 64 52 3E 40 3C 0F D1 C3 00 80 CB 80	[CLR]それは よかったぜ!\n人手が足りなくて 困ってたんだよ\n[PAL:02]研究開発室に 出前を\nとどけてくれねえかい?[FIN][PAL:00]食[BYTE:80]
0x099B20	0082	53 80 45 80 01 0A 6E 4D 81 10 3E 14 CD 80 9F 43 4D 42 64 63 40 61 60 CD 66 62 3C 4F 20 4A 53 68 0A 08 7D CD C9 14 3B 3B 20 3C 49 00 46 3C 3C 49 00 46 3C 7D C0 D0 4D 5E 68 0D 3C 6E 7D CD 81 1D 80 F1 53 20 81 35 3C 5D 68 54 47 02 50 CD 3C 49 00 46 3C 0D 20 50 03 5E 00 63 7D CD 06 6F 59 0A 06 6F 59 0A 20 80 45 4D 3C 41 4F 6E 7D C0 D7 C3 02 80 39 80 3A 80 9F 80 27 80 A0 C3 00 54 20 80 CB 80	の出前だって言えば\n開けてくれるからよ\nわりいな たのんだぜ!\n[PAU:14]ああ いそがしいいそがしい![END][CLR]てやんでいっ!\n最近の 若いもんはすぐに\nいそがしいで にげやがる!\nじゃまだじゃまだ 出ていきなっ![END][DFT][PAL:02]研究開発室[PAL:00]は 食[BYTE:80]
