# Likely CC-terminated encoded text payloads; no TBL applied.
# offset	length	raw bytes	placeholder rendering
0x01CC57	005D	C9 C6 C3 C0 BE BB B8 B6 B3 B1 AE AC AA A7 A5 A3 A1 9F 9D 9B 99 97 95 93 92 90 8F 8D 8C 8A 89 88 87 86 85 84 83 83 82 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 82 83 83 84 85 86 87 88 89 8A 8C 8D 8F 90 92 93 95 97 99 9B 9D 9F A1 A3 A5 A7 AA AC AE B1 B3 B6 B8 BB BE C0 C3 C6 C9	<C9><C6><C3><C0><BE><BB><B8><B6><B3><B1><AE><AC><AA><A7><A5><A3><A1><9F><9D><9B><99><97><95><93><92><90><8F><8D><8C><8A><89><88><87><86><85><84><83><83><82><81><81><81><81><81><81><81><81><81><81><81><81><81><81><81><82><83><83><84><85><86><87><88><89><8A><8C><8D><8F><90><92><93><95><97><99><9B><9D><9F><A1><A3><A5><A7><AA><AC><AE><B1><B3><B6><B8><BB><BE><C0><C3><C6><C9>
0x08927E	0100	3E 6E 4E 7E 7E 7E CD C9 3C C3 02 D4 40 73 63 D5 20 57 CD 80 85 80 89 50 46 4D 3C 59 47 40 0F CD 81 51 50 3C 4F 42 4F 6E 4D 20 04 5C 68 4F 45 3C D1 4E 3D 45 68 54 20 80 42 3C 80 46 4A 4B 50 CD 45 61 66 64 4D 20 81 09 80 56 67 45 48 61 64 4D 59 47 CD 3F 80 01 5E 20 40 3B 45 68 53 44 4E 00 CD 80 89 00 40 62 0D 20 46 40 4A 3B 62 59 48 68 D1 3C 4C 80 EF 64 63 40 20 66 40 62 59 48 68 00 CD 3F 80 01 54 20 81 3E 53 81 02 4F 53 0A 40 61 CD 80 55 5E 40 3B 45 68 53 44 4E 67 4A 53 5A 59 47 1F CD 20 20 20 20 20 20 20 20 20 20 20 20 20 81 9E 60 62 C3 00 C0 D7 06 6F 3B 20 44 53 80 36 80 76 67 CD 4A 53 5A 59 47 CD 81 46 5D 20 80 43 80 50 4F 80 87 0A 65 3D 50 CD 66 00 59 59 81 10 6E 4D 20 47 59 4F 3C 52 1F D1 CD 20 C2 00 54 CD C3 02 20 4D 00 5A C3 00 67 20 3D 43 4E 6E 4A 7D	>nN~~~<CD><C9><<C3><02><D4>@sc<D5> W<CD><80><85><80><89>PFM<YG@<0F><CD><81>QP<OBOnM <04>\hOE<<D1>N=EhT <80>B<<80>FJKP<CD>EafdM <81><09><80>VgEHadMYG<CD>?<80><01>^ @;EhSDN<00><CD><80><89><00>@b<0D> F@J;bYHh<D1><L<80><EF>dc@ f@bYHh<00><CD>?<80><01>T <81>>S<81><02>OS<0A>@a<CD><80>U^@;EhSDNgJSZYG<1F><CD>             <81><9E>`b<C3><00><C0><D7><06>o; DS<80>6<80>vg<CD>JSZYG<CD><81>F] <80>C<80>PO<80><87><0A>e=P<CD>f<00>YY<81><10>nM GYO<R<1F><D1><CD> <C2><00>T<CD><C3><02> M<00>Z<C3><00>g =CNnJ}
0x089B72	0100	02 02 85 0D 01 01 02 98 02 86 0D 03 01 02 98 02 85 0D 0A 02 02 98 02 0A E3 80 02 33 50 FF 02 B2 6B 02 1D 1C 9C 02 33 50 FF 4C F8 9A 02 CF 37 9B 88 6B D7 47 5A 59 48 68 20 0A 68 4F CD 3B 6E 46 54 20 0A 68 4F 53 44 4E 00 CD 80 E6 81 64 0D 80 E6 81 64 0D 7E 7E 7E 0D 5D 20 40 3E 6E 4D CD 82 0A 80 36 59 4E 3C 50 4F 6E 4B 59 3C 59 46 4A 52 D1 49 3D 49 3D 20 44 64 67 CD 45 46 3B 03 60 3D 4E 80 7A 3C 59 46 4D 7E 7E 7E CD 3B 6E 46 00 20 80 78 80 79 80 87 81 67 50 CD 80 08 6E 4D 3C 4A 5D 68 4F 68 0D 47 43 0E 52 DE D7 7E 7E 7E 4E 20 80 7A 6E 4A 61 CD 50 5D 4C 00 20 3C 6E 19 3C 53 60 3D 0D 47 52 CD 50 5D 4C 54 20 4C 52 55 04 65 40 61 CD 81 78 0C 43 4F 3C 4E 20 3C 43 59 48 68 08 1F C0 D7 20 C2 00 54 CD C3 02 20 40 68 16 D4 14 6E 4B D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	<02><02><85><0D><01><01><02><98><02><86><0D><03><01><02><98><02><85><0D><0A><02><02><98><02><0A><E3><80><02>3P<FF><02><B2>k<02><1D><1C><9C><02>3P<FF>L<F8><9A><02><CF>7<9B><88>k<D7>GZYHh <0A>hO<CD>;nFT <0A>hOSDN<00><CD><80><E6><81>d<0D><80><E6><81>d<0D>~~~<0D>] @>nM<CD><82><0A><80>6YN<POnKY<YFJR<D1>I=I= Ddg<CD>EF;<03>`=N<80>z<YFM~~~<CD>;nF<00> <80>x<80>y<80><87><81>gP<CD><80><08>nM<J]hOh<0D>GC<0E>R<DE><D7>~~~N <80>znJa<CD>P]L<00> <n<19><S`=<0D>GR<CD>P]LT LRU<04>e@a<CD><81>x<0C>CO<N <CYHh<08><1F><C0><D7> <C2><00>T<CD><C3><02> @h<16><D4><14>nK<D5><C3><00>g <80>6P<80>1dJ}
0x08AF31	0100	D5 53 48 68 4A 42 60 62 CD 3F 5E 47 3C 5D 68 0D 47 7D C0 D7 E0 16 56 3D 6E 20 4F 68 4E 40 80 45 63 44 4E 00 CD 0D 41 4A 40 7E 7E 7E DE D7 5E 7E 5E 42 49 42 54 20 80 E9 63 09 CD 80 CE 5D 20 81 3E 0A 40 61 4F 6E 7D CD 3F 3C 6E 20 80 9A 80 36 21 7D CD 81 06 67 20 80 2D 6E 4D 63 40 7D 0F DE D7 E0 17 3E 0F C9 14 3E 0F C9 14 3E 0F CD C9 3C 66 7E 66 4A 46 53 20 3F 81 06 0D 47 40 6E 7D 0F D1 E0 16 80 9A 80 36 53 5D 53 54 20 80 AA 80 AB 53 5D 53 7D CD 44 53 81 3A 81 0A 50 20 81 46 53 3B 62 81 06 80 57 80 79 67 CD 66 4A 46 4A 59 3E 7D D1 E0 17 66 7E 66 40 62 59 46 4A 60 6D CD C9 3C 3B 53 7E 7E 7E 80 CE 20 3F 81 98 81 49 00 81 3A 4F 42 4D CD 44 64 46 40 4F 3C 68 0D 47 43 0E 7E 7E 7E D1 20 C2 00 54 CD C3 02 20 78 73 73 D4 4E 65 68 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	<D5>SHhJB`b<CD>?^G<]h<0D>G}<C0><D7><E0><16>V=n OhN@<80>EcDN<00><CD><0D>AJ@~~~<DE><D7>^~^BIBT <80><E9>c<09><CD><80><CE>] <81>><0A>@aOn}<CD>?<n <80><9A><80>6!}<CD><81><06>g <80>-nMc@}<0F><DE><D7><E0><17>><0F><C9><14>><0F><C9><14>><0F><CD><C9><f~fJFS ?<81><06><0D>G@n}<0F><D1><E0><16><80><9A><80>6S]ST <80><AA><80><AB>S]S}<CD>DS<81>:<81><0A>P <81>FS;b<81><06><80>W<80>yg<CD>fJFJY>}<D1><E0><17>f~f@bYFJ`m<CD><C9><;S~~~<80><CE> ?<81><98><81>I<00><81>:OBM<CD>DdF@O<h<0D>GC<0E>~~~<D1> <C2><00>T<CD><C3><02> xss<D4>Neh<D5><C3><00>g <80>6P<80>1dJ}
0x08B093	0090	20 80 E9 6E 4D 3C 63 40 61 4F CD 49 3D 20 40 68 4A 68 50 54 CD 4D 0A 46 54 20 0D 41 68 09 D1 59 3B 20 5E 64 63 0A 43 5E 6E 4D 5A 63 00 3C 3C CD 80 CE 53 80 23 6E 4A 20 D4 1B 65 4D 42 4E D5 67 CD 4A 5C 47 20 3C 3C D4 4B 6F 68 47 D5 0A 7D CD 44 64 67 20 81 46 50 42 64 4D 5E 65 3D DE D7 49 3D 49 3D 20 D4 40 01 D5 0A 6E 4A 4F CD 58 61 20 42 64 4D 5E 63 7D DE D7 20 C2 00 54 CD C3 02 20 D4 40 01 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	 <80><E9>nM<c@aO<CD>I= @hJhPT<CD>M<0A>FT <0D>Ah<09><D1>Y; ^dc<0A>C^nMZc<00><<<CD><80><CE>S<80>#nJ <D4><1B>eMBN<D5>g<CD>J\G <<<D4>KohG<D5><0A>}<CD>Ddg <81>FPBdM^e=<DE><D7>I=I= <D4>@<01><D5><0A>nJO<CD>Xa BdM^c}<DE><D7> <C2><00>T<CD><C3><02> <D4>@<01><D5><C3><00>g <80>6P<80>1dJ}
0x08B489	0100	7D CD C9 1E DC 00 80 9A 80 36 21 7D 80 1D 80 D7 0A 7D 7D CD 44 53 D4 52 07 5A D5 0D 20 80 1D 80 D7 67 47 63 09 7D D1 E0 17 66 40 62 59 46 4A 7D 80 AA 80 AB 7D CD 80 1D 80 D7 0D 47 52 7D C0 D7 D4 44 68 1A 70 73 4A 73 D5 53 81 09 80 56 67 46 4D 63 80 46 6E 4D CD 40 66 6E 4A 80 46 00 20 81 23 3C 4E 81 41 41 59 47 43 0E CD 80 D9 81 15 50 20 49 3D 80 7A 3C 59 47 60 CD 3B 4F 4A 5D 20 80 89 67 4C 43 4D 42 0A 45 3C 52 1F C0 D7 3B 7E 3B 53 6D 7E 7E 7E CD C9 1E 0E 7E D4 0E 42 4A 73 D5 27 54 CD 3B 3B 20 81 10 6E 4D 59 47 43 0E CD 45 6E 41 45 46 3B 03 4A 20 C3 03 80 CE 53 C3 00 3F 81 06 67 D1 81 6C 46 4D 42 64 4A 61 20 3B 53 81 3E 53 44 4E 67 CD 80 CE 00 20 80 DB 3E 4D 5D 3C 3C 68 0D 47 60 CD 20 3F 81 6C 46 46 59 46 71 3D CD 20 5D 61 6E 4A 81 06 54 20 81 6C 45 4F 3C 60	}<CD><C9><1E><DC><00><80><9A><80>6!}<80><1D><80><D7><0A>}}<CD>DS<D4>R<07>Z<D5><0D> <80><1D><80><D7>gGc<09>}<D1><E0><17>f@bYFJ}<80><AA><80><AB>}<CD><80><1D><80><D7><0D>GR}<C0><D7><D4>Dh<1A>psJs<D5>S<81><09><80>VgFMc<80>FnM<CD>@fnJ<80>F<00> <81>#<N<81>AAYGC<0E><CD><80><D9><81><15>P I=<80>z<YG`<CD>;OJ] <80><89>gLCMB<0A>E<R<1F><C0><D7>;~;Sm~~~<CD><C9><1E><0E>~<D4><0E>BJs<D5>'T<CD>;; <81><10>nMYGC<0E><CD>EnAEF;<03>J <C3><03><80><CE>S<C3><00>?<81><06>g<D1><81>lFMBdJa ;S<81>>SDNg<CD><80><CE><00> <80><DB>>M]<<h<0D>G`<CD> ?<81>lFFYFq=<CD> ]anJ<81><06>T <81>lEO<`
0x08B5E9	0100	67 CD 81 78 0C 43 4D 3C 4A 0A 43 59 48 68 40 0F C0 D0 CD 20 C2 00 54 CD C3 02 20 78 73 73 D4 4E 65 68 D5 C3 00 67 20 66 4A 46 4A 7D D1 3D 3D 3D 20 3B 62 00 4E 3D 04 05 3C 59 47 CD 44 64 0D 20 80 26 81 8F 5D CD 42 61 46 4D 3C 43 59 47 D1 3B 53 81 3E 53 20 41 3F 42 54 CD C3 02 D4 5C 3C 68 44 68 1A 70 73 4A 73 D5 C3 00 53 80 1C 50 CD 80 31 64 61 64 4D 3C 63 54 07 0D 47 D1 0A 43 0E 20 81 32 80 0A 80 62 80 C4 0D 47 40 61 52 CD 80 EA 40 50 20 80 E9 61 64 4D 3C 63 54 07 0D 47 D1 49 64 4E 20 44 64 67 45 46 3B 03 59 47 CD 44 64 0D C3 02 D4 5C 3C 68 44 68 1A 70 73 4A 73 80 A0 D5 C3 00 50 CD 80 31 63 44 4E 00 20 0D 41 63 0D 46 71 3D CD D4 0E 42 4A 73 D5 27 50 54 20 D4 4F 3C 46 71 D5 0D 47 60 1F D1 20 C2 00 54 CD C3 02 20 D4 40 01 D5 C3 00 67 20 80 36 50 80 31 64 4A 7D	g<CD><81>x<0C>CM<J<0A>CYHh@<0F><C0><D0><CD> <C2><00>T<CD><C3><02> xss<D4>Neh<D5><C3><00>g fJFJ}<D1>=== ;b<00>N=<04><05><YG<CD>Dd<0D> <80>&<81><8F>]<CD>BaFM<CYG<D1>;S<81>>S A?BT<CD><C3><02><D4>\<hDh<1A>psJs<D5><C3><00>S<80><1C>P<CD><80>1dadM<cT<07><0D>G<D1><0A>C<0E> <81>2<80><0A><80>b<80><C4><0D>G@aR<CD><80><EA>@P <80><E9>adM<cT<07><0D>G<D1>IdN DdgEF;<03>YG<CD>Dd<0D><C3><02><D4>\<hDh<1A>psJs<80><A0><D5><C3><00>P<CD><80>1cDN<00> <0D>Ac<0D>Fq=<CD><D4><0E>BJs<D5>'PT <D4>O<Fq<D5><0D>G`<1F><D1> <C2><00>T<CD><C3><02> <D4>@<01><D5><C3><00>g <80>6P<80>1dJ}
0x08C77B	005F	D7 E0 16 3C 6E 4A 3C 20 0E 44 50 80 1E 6E 4D 3C 4A 68 0A 7D CD 46 6E 40 62 20 5F 3D 0E 3D CD 46 4D 42 64 4A 59 3E 60 1F C0 D0 4F 7E 4F 50 00 20 58 46 3C 68 0A 0F CD 81 48 80 56 50 80 45 4A 61 20 81 8B 3E 63 09 7D CD 20 41 3F 42 67 81 12 6E 4A 81 3E 53 44 4E CD 20 3F 81 06 00 58 46 3C	<D7><E0><16><nJ< <0E>DP<80><1E>nM<Jh<0A>}<CD>Fn@b _=<0E>=<CD>FMBdJY>`<1F><C0><D0>O~OP<00> XF<h<0A><0F><CD><81>H<80>VP<80>EJa <81><8B>>c<09>}<CD> A?Bg<81><12>nJ<81>>SDN<CD> ?<81><06><00>XF<
0x08C7DB	0019	D0 49 3D 81 10 66 07 7D CD 49 44 67 20 4F 68 4E 40 7E 7E 7E CD CF 86 C8 88	<D0>I=<81><10>f<07>}<CD>IDg OhN@~~~<CD><CF><86><C8><88>
0x08C7F5	00AA	D0 3B 53 20 C3 02 D4 3B 41 54 14 61 D5 C3 00 53 44 4E 40 0F CD 66 40 6E 4A 7D 80 DB 3E 4D 5E 63 7D CD 0D 54 20 81 30 82 4C 4A 53 5B 09 7D C0 D0 4F 7E 4F 50 6E 7D 0F C9 1E 81 06 40 6E 7D 0F CD C9 1E 66 7E 66 40 6E 4A 7D 81 06 4F 61 42 64 4D 5E 63 7D CD 0D 54 20 81 30 82 4C 4A 53 5B 09 7D C0 D7 3B 6E 7D 49 44 53 20 80 5F 80 1E 42 81 3A 81 0A 60 7D CD 44 53 D4 0E 42 4A 73 D5 27 67 CD 81 48 81 4B 46 4D 80 1E 42 4E 3C 3D 53 40 7D 0F C0 20 81 8B 3E 4D 5E 61 68 0D 5D 4F 3C CD 20 4E 50 40 42 20 5E 4F 44 6E 4A 3C	<D0>;S <C3><02><D4>;AT<14>a<D5><C3><00>SDN@<0F><CD>f@nJ}<80><DB>>M^c}<CD><0D>T <81>0<82>LJS[<09>}<C0><D0>O~OPn}<0F><C9><1E><81><06>@n}<0F><CD><C9><1E>f~f@nJ}<81><06>OaBdM^c}<CD><0D>T <81>0<82>LJS[<09>}<C0><D7>;n}IDS <80>_<80><1E>B<81>:<81><0A>`}<CD>DS<D4><0E>BJs<D5>'g<CD><81>H<81>KFM<80><1E>BN<=S@}<0F><C0> <81><8B>>M^ah<0D>]O<<CD> NP@B ^ODnJ<
0x08D08C	0100	36 50 20 81 3F 4B 4D 46 59 6E 4A D1 0A 64 40 20 3B 53 80 69 80 6A 80 0A 80 6E 50 53 62 44 5A CD D4 4D 6A 61 5A 47 80 BF D5 67 CD 3F 80 9A 43 46 60 3D 4E 3C 3D 81 26 54 20 3C 4F 3C 40 0F C0 D7 4F 68 4E 3C 3D 20 82 33 43 4F 3C 44 4E 0A 7D CD 4F 61 14 20 5E 5B 67 3E 4F 3C CD 44 64 60 62 20 82 77 80 46 53 82 5A 50 59 66 62 CD C3 02 D4 42 06 D5 C3 00 67 66 4A 47 D1 C3 02 80 70 3C D4 42 06 D5 C3 00 67 20 55 3C 4A 81 26 54 CD D4 4D 6A 61 5A 47 80 BF D5 20 81 9C 80 45 81 A9 4E 46 4D CD 82 4F 82 0D 46 4D 5D 61 3D 44 4E 4E 47 63 CD 60 65 46 3C 40 0F C0 D7 E0 15 C2 00 80 BF 5D CD 55 4E 4C 20 3F 82 75 41 42 0A 45 3C D1 56 4A 4C 46 40 81 16 6E 4D 3F 62 59 48 68 00 7E 7E 7E CD 81 DE 4E 81 E6 20 0E 4B 61 00 60 65 46 3C 0D 47 40 0F CD 20 81 DE 67 55 42 CD 20 81 E6 67 55 42	6P <81>?KMFYnJ<D1><0A>d@ ;S<80>i<80>j<80><0A><80>nPSbDZ<CD><D4>MjaZG<80><BF><D5>g<CD>?<80><9A>CF`=N<=<81>&T <O<@<0F><C0><D7>OhN<= <82>3CO<DN<0A>}<CD>Oa<14> ^[g>O<<CD>Dd`b <82>w<80>FS<82>ZPYfb<CD><C3><02><D4>B<06><D5><C3><00>gfJG<D1><C3><02><80>p<<D4>B<06><D5><C3><00>g U<J<81>&T<CD><D4>MjaZG<80><BF><D5> <81><9C><80>E<81><A9>NFM<CD><82>O<82><0D>FM]a=DNNGc<CD>`eF<@<0F><C0><D7><E0><15><C2><00><80><BF>]<CD>UNL ?<82>uAB<0A>E<<D1>VJLF@<81><16>nM?bYHh<00>~~~<CD><81><DE>N<81><E6> <0E>Ka<00>`eF<<0D>G@<0F><CD> <81><DE>gUB<CD> <81><E6>gUB
0x08DABD	0100	3C 1F C0 D7 D4 4D 6A 61 5A 47 80 BF D5 00 20 3F 81 1C 4B 0D 47 CD 44 53 81 B7 53 C3 02 80 B3 80 B4 80 A0 C3 00 50 CD 3F 3C 0D 42 0A 45 3C 1F C0 D7 44 4B 61 53 80 B3 80 B4 80 A0 0D 54 CD 80 FB D4 54 6E 40 73 D5 53 4A 5C 53 80 23 80 15 67 CD 80 59 82 65 81 8B 3E 4D 3C 63 53 0D 47 1F C0 D7 44 4B 61 54 20 80 39 80 3A 80 A0 0D 47 CD D4 46 71 44 61 80 6B D5 53 20 81 99 81 9A 81 26 4A 4B 00 CD 80 FB D4 54 6E 40 73 80 69 80 6A 80 0A 80 6E 80 6C D5 53 81 D3 81 D4 53 CD 80 39 80 3A 80 9F 80 27 67 20 3F 44 4F 6E 4D 63 53 0D 47 1F C0 D7 44 44 54 20 80 D8 80 7B 80 A0 0D 47 CD D4 4D 6A 61 5A 47 80 BF D5 0D 46 4A 61 20 44 53 81 B7 53 CD C3 02 80 B3 80 B4 80 A0 C3 00 50 20 3F 3C 0D 0D 47 1F C0 D7 44 4B 61 54 20 80 DC 80 DD D4 47 1C 73 47 D5 0D 47 CD 80 0A 80 6E 53 81 CB 81	<<1F><C0><D7><D4>MjaZG<80><BF><D5><00> ?<81><1C>K<0D>G<CD>DS<81><B7>S<C3><02><80><B3><80><B4><80><A0><C3><00>P<CD>?<<0D>B<0A>E<<1F><C0><D7>DKaS<80><B3><80><B4><80><A0><0D>T<CD><80><FB><D4>Tn@s<D5>SJ\S<80>#<80><15>g<CD><80>Y<82>e<81><8B>>M<cS<0D>G<1F><C0><D7>DKaT <80>9<80>:<80><A0><0D>G<CD><D4>FqDa<80>k<D5>S <81><99><81><9A><81>&JK<00><CD><80><FB><D4>Tn@s<80>i<80>j<80><0A><80>n<80>l<D5>S<81><D3><81><D4>S<CD><80>9<80>:<80><9F><80>'g ?DOnMcS<0D>G<1F><C0><D7>DDT <80><D8><80>{<80><A0><0D>G<CD><D4>MjaZG<80><BF><D5><0D>FJa DS<81><B7>S<CD><C3><02><80><B3><80><B4><80><A0><C3><00>P ?<<0D><0D>G<1F><C0><D7>DKaT <80><DC><80><DD><D4>G<1C>sG<D5><0D>G<CD><80><0A><80>nS<81><CB><81>
0x08E16C	0100	46 40 43 63 C3 00 53 0D 47 D1 44 64 67 20 C3 02 80 70 7E 80 72 7E 80 71 53 80 19 0D CD C3 00 D4 48 6E 4E D5 47 64 14 20 80 0A 80 6E 53 D4 3E 68 06 68 D5 53 CD 80 67 41 67 80 6F 5C 61 64 63 54 07 0D 47 D1 7E 7E 7E 49 44 0D 20 C2 00 80 BF 50 CD 3F 52 00 3C 00 3B 63 53 0D 47 CD C9 1E 80 1D 54 20 D4 46 71 44 61 80 6B D5 50 54 20 5D 3D CD 80 69 80 6A 80 C2 67 80 23 63 20 81 B1 81 19 00 4F 3C 53 0D 47 D1 C2 00 80 BF 54 20 80 69 80 6A 80 C2 67 CD 3F 80 2D 4B 0A 4E 20 81 41 3C 4D 3F 62 59 47 CD 49 64 50 20 80 ED 80 EE 80 0A 80 6E 53 81 56 80 79 50 5D CD 80 31 6E 4D 3C 61 6E 46 6F 63 D1 44 53 D4 1D 6E 4E D5 67 46 40 43 63 4A 5C 20 5D 3D 80 ED 80 EE CD 80 0A 80 6E 57 20 80 1E 6E 4D 3C 4A 0A 43 4F 3C 0D 47 40 0F CD 20 3F 5E 47 3C 04 80 6C 0D 47 CD 20 5D 3D 20 5E 0A 7D	F@Cc<C3><00>S<0D>G<D1>Ddg <C3><02><80>p~<80>r~<80>qS<80><19><0D><CD><C3><00><D4>HnN<D5>Gd<14> <80><0A><80>nS<D4>>h<06>h<D5>S<CD><80>gAg<80>o\adcT<07><0D>G<D1>~~~ID<0D> <C2><00><80><BF>P<CD>?R<00><<00>;cS<0D>G<CD><C9><1E><80><1D>T <D4>FqDa<80>k<D5>PT ]=<CD><80>i<80>j<80><C2>g<80>#c <81><B1><81><19><00>O<S<0D>G<D1><C2><00><80><BF>T <80>i<80>j<80><C2>g<CD>?<80>-K<0A>N <81>A<M?bYG<CD>IdP <80><ED><80><EE><80><0A><80>nS<81>V<80>yP]<CD><80>1nM<anFoc<D1>DS<D4><1D>nN<D5>gF@CcJ\ ]=<80><ED><80><EE><CD><80><0A><80>nW <80><1E>nM<J<0A>CO<<0D>G@<0F><CD> ?^G<<04><80>l<0D>G<CD> ]= ^<0A>}
0x08E2E6	00C6	D7 3F 3C 20 5A 68 4F 7D C9 1E 81 41 3C 4D 4A 40 0F CD 80 1E 6E 4D 42 0A 45 63 49 3D 0A 09 7D C0 D0 58 7E 58 68 4E 3D 0D 47 40 0F 7D CD 7E 7E 7E 0D 5D 20 3F 50 5D 4C 00 CD 3C 6E 19 3C 0D 20 3F 66 4A 46 0D 41 59 48 68 52 CD 7E 7E 7E 4E 58 58 58 58 1F C0 D0 7E 7E 7E 49 3D 0D 47 40 20 C9 1E 49 3D 0D 47 60 52 CD 81 92 53 80 6B 53 81 04 50 20 4A 53 5B 4F 68 4D CD 82 29 00 60 47 01 59 47 52 CD C9 1E 7E 7E 7E 81 12 81 28 46 59 46 4A 1F C0 D7 44 64 54 C2 00 80 BF CD C9 14 80 EA 40 20 04 80 6C 0D 47 40 0F CD 20 5E 6E 19 62 20 81 05 80 32 46 4D 3B 03 63 CD 20 4F 68 0D 5D 4F 3C 60 20 60 68 0A 0A 43	<D7>?< ZhO}<C9><1E><81>A<MJ@<0F><CD><80><1E>nMB<0A>EcI=<0A><09>}<C0><D0>X~XhN=<0D>G@<0F>}<CD>~~~<0D>] ?P]L<00><CD><n<19><<0D> ?fJF<0D>AYHhR<CD>~~~NXXXX<1F><C0><D0>~~~I=<0D>G@ <C9><1E>I=<0D>G`R<CD><81><92>S<80>kS<81><04>P JS[OhM<CD><82>)<00>`G<01>YGR<CD><C9><1E>~~~<81><12><81>(FYFJ<1F><C0><D7>DdT<C2><00><80><BF><CD><C9><14><80><EA>@ <04><80>l<0D>G@<0F><CD> ^n<19>b <81><05><80>2FM;<03>c<CD> Oh<0D>]O<` `h<0A><0A>C
0x08EB6E	0100	80 14 80 8C 0A 4E 20 81 41 3C 4D 3C 59 47 D1 44 53 E0 00 40 61 20 3B 53 80 0A 80 6E 53 CD 82 28 81 B5 67 20 3D 4C 46 0A 46 CD 3B 64 50 20 80 FB 44 3D 0D 41 63 5D 53 67 CD 80 27 80 14 47 63 44 4E 00 0D 41 63 54 07 0D 47 D1 CD 20 C2 00 54 CD C3 02 20 80 75 74 C3 00 67 20 66 4A 46 4A D1 CD 20 C2 00 54 CD C3 02 20 80 75 75 C3 00 67 20 66 4A 46 4A D1 CD 20 C2 00 54 CD C3 02 20 80 75 76 C3 00 67 20 66 4A 46 4A D1 7E 7E 7E 3F 5E 0F CD C9 1E 40 66 6E 4A 5D 53 67 20 3F 5D 4B 0D 47 52 CD 49 53 C3 02 D4 47 42 61 6E 1B D5 21 C3 00 0D 47 60 CD E0 1A 53 20 D4 47 42 61 6E 1B D5 0D 47 52 D1 80 CE 54 20 D4 65 18 6E 4E D5 53 80 39 80 3A 5D 46 4D 59 46 4D 52 CD 82 4F 81 8B 50 20 80 54 48 4D 3C 4A 0A 43 59 48 68 40 0F CD 20 4B 71 6E 4E 0A 43 0A 60 CD 20 7E 7E 7E 7E 7E 7E 5E 0A	<80><14><80><8C><0A>N <81>A<M<YG<D1>DS<E0><00>@a ;S<80><0A><80>nS<CD><82>(<81><B5>g =LF<0A>F<CD>;dP <80><FB>D=<0D>Ac]Sg<CD><80>'<80><14>GcDN<00><0D>AcT<07><0D>G<D1><CD> <C2><00>T<CD><C3><02> <80>ut<C3><00>g fJFJ<D1><CD> <C2><00>T<CD><C3><02> <80>uu<C3><00>g fJFJ<D1><CD> <C2><00>T<CD><C3><02> <80>uv<C3><00>g fJFJ<D1>~~~?^<0F><CD><C9><1E>@fnJ]Sg ?]K<0D>GR<CD>IS<C3><02><D4>GBan<1B><D5>!<C3><00><0D>G`<CD><E0><1A>S <D4>GBan<1B><D5><0D>GR<D1><80><CE>T <D4>e<18>nN<D5>S<80>9<80>:]FMYFMR<CD><82>O<81><8B>P <80>THM<J<0A>CYHh@<0F><CD> KqnN<0A>C<0A>`<CD> ~~~~~~^<0A>
0x08EC6F	00C0	D0 80 D9 81 15 0D 47 40 0F C9 1E 3B 62 00 4E 3D 04 05 3C 59 47 CD 3C 65 68 4F 5D 53 67 20 80 C9 17 63 44 4E 00 CD 80 27 80 14 53 20 D4 55 68 4E D5 50 4F 62 59 47 40 61 52 D1 20 C2 00 54 CD C3 02 20 D4 47 42 61 6E 1B D5 21 C3 00 67 20 3F 80 5C 46 46 4A D1 0D 54 20 81 3A 46 53 81 2B 3F 81 75 62 46 59 47 CD 80 CE 54 20 80 39 80 3A 80 3B 53 81 04 50 3C 59 47 53 0D CD 08 55 20 80 54 81 9A 50 3C 61 46 4D 42 0A 45 3C 1F C0 D0 49 3D 3C 66 64 63 4E 20 59 47 59 47 CD 80 54 4A 42 4F 63 4F 3B 20 3F 52 00 3C 46 59 47 60 7D CD 20 4B 71 6E 4E 0A 43 0A 60 CD 20 7E 7E 7E 7E 7E 7E 5E 0A	<D0><80><D9><81><15><0D>G@<0F><C9><1E>;b<00>N=<04><05><YG<CD><ehO]Sg <80><C9><17>cDN<00><CD><80>'<80><14>S <D4>UhN<D5>PObYG@aR<D1> <C2><00>T<CD><C3><02> <D4>GBan<1B><D5>!<C3><00>g ?<80>\FFJ<D1><0D>T <81>:FS<81>+?<81>ubFYG<CD><80><CE>T <80>9<80>:<80>;S<81><04>P<YGS<0D><CD><08>U <80>T<81><9A>P<aFMB<0A>E<<1F><C0><D0>I=<fdcN YGYG<CD><80>TJBOcO; ?R<00><FYG`}<CD> KqnN<0A>C<0A>`<CD> ~~~~~~^<0A>
0x08F475	0038	0D 47 7D D1 4F 50 6E 7D 0F CD C9 1E 82 34 80 15 0A 7D 82 34 80 15 46 65 7D CD 44 53 59 59 0D 54 20 5E 61 64 63 09 7D C0 D7 80 C2 80 82 7D CD 82 80 80 2C 00 20 81 CB 81	<0D>G}<D1>OPn}<0F><CD><C9><1E><82>4<80><15><0A>}<82>4<80><15>Fe}<CD>DSYY<0D>T ^adc<09>}<C0><D7><80><C2><80><82>}<CD><82><80><80>,<00> <81><CB><81>
