# Generated for the current Korean preview from menus, game-screen prompts, and dialogue drafts.
# Uses script-unused slots in the verified 0x80xx/0x81xx/0x82xx 16x16 source font pages.
# character	codepoint	code bytes	file offset	2bpp tile bytes
셔	U+C154	80 84	0x52100	FF FF FF FF FF FD FF FD FF FD FF FD FF F8 FF FA FF FF FF FF FF EF FF EF FF 8F FF EF FF EF FF 8F FF F7 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
소	U+C18C	82 26	0x60980	FF FF FF FF FF FF FF FF FF FE FF FE FF F9 FF E7 FF FF FF FF FF FF FF 7F FF 7F FF 3F FF 8F FF E7 FF FF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 7F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
속	U+C18D	82 27	0x609C0	FF FF FF FF FF FF FF FE FF F8 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 1F FF 4F FF 7F FF 07 FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
손	U+C190	80 23	0x508C0	FF FF FF FF FF FF FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 9F FF 4F FF 7F FF 07 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
솔	U+C194	80 26	0x50980	FF FF FF FF FF FF FF FC FF F1 FF FF FF E0 FF FF FF FF FF FF FF 7F FF 1F FF 8F FF 7F FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
송	U+C1A1	80 87	0x521C0	FF FF FF FF FF FF FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 9F FF 4F FF 7F FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
쇠	U+C1E0	80 88	0x52200	FF FF FF FF FF FD FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF EF FF EF FF EF FF 6F FF 2F FF EF FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
쇼	U+C1FC	82 2B	0x60AC0	FF FF FF FF FF FF FF FF FF FE FF FE FF F9 FF E7 FF FF FF FF FF FF FF 7F FF 7F FF 3F FF 8F FF E7 FF FD FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF BF FF BF FF BF FF 07 FF FF FF FF FF FF FF FF
수	U+C218	82 2C	0x60B00	FF FF FF FF FF FF FF FE FF F8 FF E3 FF FF FF FF FF FF FF FF FF 7F FF 3F FF 1F FF C7 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
술	U+C220	80 89	0x52240	FF FF FF FF FF FF FF FC FF F1 FF FF FF E0 FF FF FF FF FF FF FF 7F FF 1F FF CF FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
숨	U+C228	82 2D	0x60B40	FF FF FF FF FF FF FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 9F FF CF FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
숲	U+C232	82 2F	0x60BC0	FF FF FF FF FF FF FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 9F FF CF FF FF FF 07 FF FF FF F0 FF FD FF FD FF F0 FF FF FF FF FF FF FF 7F FF 0F FF BF FF BF FF 0F FF FF FF FF FF FF
숴	U+C234	80 8C	0x52300	FF FF FF FF FF FD FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF EF FF EF FF EF FF 6F FF 2F FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF 8F FF EF FF EF FF FF FF FF FF FF
쉬	U+C26C	82 30	0x60C00	FF FF FF FF FF FD FF FD FF F8 FF F2 FF E7 FF FF FF FF FF FF FF EF FF EF FF EF FF 6F FF 2F FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
쉴	U+C274	80 8D	0x52340	FF FF FF FF FF FD FF F8 FF E3 FF FF FF E0 FF FD FF FF FF FF FF EF FF EF FF 2F FF EF FF 2F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
쉽	U+C27D	80 8E	0x52380	FF FF FF FF FF FD FF F8 FF E3 FF FF FF E0 FF FD FF FF FF FF FF EF FF EF FF 2F FF EF FF 2F FF EF FF FD FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
쉿	U+C27F	80 8F	0x523C0	FF FF FF FF FF FD FF FC FF F8 FF F3 FF FF FF E0 FF FF FF FF FF EF FF EF FF 6F FF 2F FF EF FF 0F FF FD FF FD FF FE FF FC FF F1 FF FF FF FF FF FF FF EF FF 6F FF 3F FF 8F FF C7 FF FF FF FF FF FF
스	U+C2A4	82 31	0x60C40	FF FF FF FF FF FF FF FF FF FE FF FE FF F9 FF E7 FF FF FF FF FF FF FF 7F FF 7F FF 3F FF 8F FF E7 FF FF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
슨	U+C2A8	82 32	0x60C80	FF FF FF FF FF FF FF FE FF FC FF F3 FF FF FF FF FF FF FF FF FF 7F FF 3F FF 1F FF CF FF FF FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
슬	U+C2AC	82 35	0x60D40	FF FF FF FF FF FF FF FC FF F1 FF FF FF E0 FF FF FF FF FF FF FF 7F FF 1F FF 8F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
습	U+C2B5	82 36	0x60D80	FF FF FF FF FF FF FF FE FF F9 FF F3 FF FF FF E0 FF FF FF FF FF 7F FF 3F FF 9F FF CF FF FF FF 07 FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
시	U+C2DC	82 37	0x60DC0	FF FF FF FF FF FD FF FD FF FD FF FD FF F8 FF FA FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF EF FF F7 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
식	U+C2DD	80 98	0x52600	FF FF FF FF FF FD FF FD FF FD FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF 6F FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
신	U+C2E0	82 38	0x60E00	FF FF FF FF FF FD FF FD FF FD FF F8 FF F6 FF E7 FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
실	U+C2E4	82 39	0x60E40	FF FF FF FF FF FD FF FD FF F8 FF F0 FF E6 FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF 6F FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
싫	U+C2EB	82 3C	0x60F00	FF FF FF FF FF FD FF FD FF F8 FF F0 FF E6 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 7F FF FF FF F1 FF FD FF F1 FF F7 FF F1 FF FF FF FF FF FF FF DF FF 1F FF 1F FF 5F FF 1F FF FF FF FF FF FF
심	U+C2EC	82 3E	0x60F80	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F2 FF E7 FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF 6F FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
십	U+C2ED	80 99	0x52640	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF EF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF 6F FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
싶	U+C2F6	80 9A	0x52680	FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF E7 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 7F FF FF FF F0 FF FD FF FD FF F0 FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF 1F FF FF FF FF FF FF
써	U+C368	82 3F	0x60FC0	FF FF FF FF FF FA FF FA FF FA FF FA FF F0 FF F4 FF FF FF FF FF EF FF EF FF EF FF 8F FF 6F FF 6F FF E6 FF ED FF FF FF FF FF FF FF FF FF FF FF FF FF 2F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
쓰	U+C4F0	82 40	0x61000	FF FF FF FF FF FF FF FD FF FD FF F9 FF F8 FF F6 FF FF FF FF FF FF FF DF FF DF FF CF FF 8F FF AF FF EF FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 77 FF FF FF FF FF 07 FF FF FF FF FF FF FF FF
쓸	U+C4F8	82 43	0x610C0	FF FF FF FF FF FD FF F8 FF E6 FF FF FF E0 FF FF FF FF FF FF FF BF FF 1F FF 6F FF FF FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
씨	U+C528	82 44	0x61100	FF FF FF FF FF FB FF FB FF FB FF F9 FF F0 FF F0 FF FF FF FF FF 6F FF 6F FF 6F FF 6F FF 6F FF 2F FF ED FF ED FF FF FF FF FF FF FF FF FF FF FF FF FF 2F FF AF FF EF FF EF FF EF FF FF FF FF FF FF
아	U+C544	82 46	0x61180	FF FF FF FF FF F0 FF E6 FF EF FF EF FF EF FF EF FF FF FF FF FF DF FF 5F FF 5F FF 5F FF 47 FF 5F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 5F FF DF FF DF FF DF FF DF FF FF FF FF FF FF
악	U+C545	80 9F	0x527C0	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF DF FF DF FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
안	U+C548	82 47	0x611C0	FF FF FF FF FF F0 FF E6 FF EF FF EF FF E6 FF F0 FF FF FF FF FF DF FF 5F FF 5F FF 47 FF 5F FF DF FF FF FF F7 FF F7 FF F7 FF F0 FF FF FF FF FF FF FF DF FF DF FF FF FF FF FF 0F FF FF FF FF FF FF
않	U+C54A	80 A0	0x52800	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF DF FF BF FF F6 FF F7 FF F6 FF F6 FF F0 FF FF FF FF FF FF FF 0F FF FF FF 0F FF 4F FF 0F FF FF FF FF FF FF
알	U+C54C	82 49	0x61240	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF DF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 1F FF DF FF 1F FF FF FF 1F FF FF FF FF FF FF
앗	U+C557	80 A4	0x52900	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 5F FF 47 FF DF FF DF FF FF FF FF FF FE FF FD FF F3 FF FF FF FF FF FF FF DF FF 7F FF 3F FF 9F FF CF FF FF FF FF FF FF
았	U+C558	82 4B	0x612C0	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF DF FF DF FF FF FF FB FF F9 FF F0 FF E6 FF FF FF FF FF FF FF FF FF DF FF 9F FF 0F FF 67 FF FF FF FF FF FF
앙	U+C559	82 4E	0x61380	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 5F FF 47 FF DF FF DF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
앞	U+C55E	80 27	0x509C0	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 5F FF 47 FF DF FF DF FF FF FF F0 FF FD FF FD FF F0 FF FF FF FF FF FF FF FF FF 0F FF BF FF BF FF 0F FF FF FF FF FF FF
액	U+C561	80 A5	0x52940	FF FF FF FF FF F1 FF E4 FF EE FF EE FF E4 FF F1 FF FF FF FF FF AF FF AF FF AF FF 8F FF AF FF AF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
야	U+C57C	82 50	0x61400	FF FF FF FF FF F0 FF E6 FF EF FF EF FF EF FF EF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF 5F FF 5F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 47 FF DF FF DF FF DF FF DF FF FF FF FF FF FF
약	U+C57D	82 51	0x61440	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 5F FF 47 FF 5F FF C7 FF DF FF FF FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF DF FF FF FF FF FF FF
얀	U+C580	82 52	0x61480	FF FF FF FF FF F0 FF E6 FF EF FF EF FF E6 FF F0 FF FF FF FF FF DF FF 5F FF 47 FF 5F FF 5F FF C7 FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF DF FF DF FF FF FF FF FF 0F FF FF FF FF FF FF
양	U+C591	80 A6	0x52980	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF DF FF 47 FF 5F FF 5F FF C7 FF DF FF FF FF F8 FF F3 FF F3 FF F8 FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
얕	U+C595	80 A7	0x529C0	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF FF FF 47 FF 7F FF 47 FF FF FF FF FF F8 FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF 3F FF FF FF 3F FF FF FF 3F FF FF FF FF FF FF
얗	U+C597	82 54	0x61500	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FE FF FF FF FF FF DF FF 47 FF 5F FF 47 FF DF FF FF FF F0 FF FF FF F8 FF F9 FF F8 FF FF FF FF FF FF FF 0F FF FF FF 1F FF 9F FF 1F FF FF FF FF FF FF
얘	U+C598	82 55	0x61540	FF FF FF FF FF F1 FF E4 FF EE FF EE FF EE FF EE FF FF FF FF FF D7 FF D7 FF C7 FF D7 FF D7 FF C7 FF E4 FF F1 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
어	U+C5B4	82 56	0x61580	FF FF FF FF FF F0 FF E6 FF EF FF EF FF EF FF EF FF FF FF FF FF EF FF 6F FF 6F FF 0F FF 6F FF 6F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF 6F FF EF FF EF FF EF FF EF FF FF FF FF FF FF
억	U+C5B5	82 57	0x615C0	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 2F FF 8F FF 2F FF 6F FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
언	U+C5B8	82 58	0x61600	FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF F8 FF FF FF FF FF 6F FF 2F FF 8F FF AF FF 2F FF 6F FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
얻	U+C5BB	82 59	0x61640	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 7F FF 3F FF 9F FF 3F FF 7F FF FF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 1F FF FF FF FF FF 1F FF FF FF FF FF FF
얼	U+C5BC	80 A8	0x52A00	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 0F FF 6F FF EF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
없	U+C5C6	82 5B	0x616C0	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 0F FF 6F FF EF FF EF FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF 5F FF 5F FF 0F FF 37 FF FF FF FF FF FF
엇	U+C5C7	82 5D	0x61740	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 2F FF 8F FF 2F FF 6F FF EF FF FF FF FF FF FE FF FC FF F9 FF FF FF FF FF FF FF EF FF 7F FF 3F FF DF FF E7 FF FF FF FF FF FF
었	U+C5C8	82 5E	0x61780	FF FF FF FF FF F0 FF E6 FF EF FF E6 FF F0 FF FF FF FF FF FF FF EF FF 6F FF 0F FF 6F FF EF FF EF FF FF FF FD FF F9 FF F0 FF E6 FF FF FF FF FF FF FF FF FF DF FF 9F FF 0F FF 67 FF FF FF FF FF FF
에	U+C5D0	82 5F	0x617C0	FF FF FF FF FF F1 FF E4 FF EE FF EE FF EE FF EE FF FF FF FF FF D7 FF D7 FF D7 FF 17 FF D7 FF D7 FF E4 FF F1 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
엔	U+C5D4	82 60	0x61800	FF FF FF FF FF F1 FF E4 FF EE FF EE FF E4 FF F1 FF FF FF FF FF AF FF AF FF 2F FF AF FF AF FF AF FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF AF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
여	U+C5EC	82 61	0x61840	FF FF FF FF FF F0 FF E6 FF EF FF EF FF EF FF EF FF FF FF FF FF EF FF EF FF 0F FF 6F FF 6F FF 0F FF E6 FF F0 FF FF FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF EF FF EF FF EF FF FF FF FF FF FF
역	U+C5ED	80 AA	0x52A80	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 0F FF AF FF 0F FF EF FF EF FF FF FF F8 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF EF FF FF FF FF FF FF
연	U+C5F0	82 64	0x61900	FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF F8 FF FF FF FF FF 6F FF 0F FF AF FF AF FF 0F FF EF FF FF FF FB FF FB FF FB FF F8 FF FF FF FF FF FF FF EF FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
열	U+C5F4	82 66	0x61980	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 0F FF 6F FF 0F FF EF FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
염	U+C5FC	80 AB	0x52AC0	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 0F FF AF FF 0F FF EF FF EF FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF FF FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
엽	U+C5FD	80 AD	0x52B40	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 0F FF 6F FF 0F FF EF FF EF FF FF FF FB FF F8 FF FB FF F8 FF FF FF FF FF FF FF FF FF EF FF 0F FF EF FF 0F FF FF FF FF FF FF
였	U+C600	80 B0	0x52C00	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 6F FF 0F FF AF FF 0F FF 6F FF EF FF FF FF FD FF FC FF F8 FF F3 FF FF FF FF FF FF FF FF FF DF FF DF FF 0F FF 27 FF FF FF FF FF FF
영	U+C601	80 B3	0x52CC0	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FF FF FF FF FF FF 77 FF 07 FF B7 FF 07 FF 77 FF F7 FF FF FF FE FF FC FF FC FF FE FF FF FF FF FF FF FF FF FF 0F FF E7 FF E7 FF 0F FF FF FF FF FF FF
예	U+C608	82 67	0x619C0	FF FF FF FF FF F3 FF E5 FF EE FF EE FF EE FF EE FF FF FF FF FF D7 FF D7 FF 17 FF D7 FF D7 FF 17 FF E5 FF F3 FF FF FF FF FF FF FF FF FF FF FF FF FF D7 FF D7 FF D7 FF D7 FF D7 FF FF FF FF FF FF
오	U+C624	82 69	0x61A40	FF FF FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF FF FF FF FF FF FF 1F FF CF FF EF FF EF FF CF FF F8 FF FF FF FF FF E0 FF FF FF FF FF FF FF FF FF 1F FF 7F FF 7F FF 07 FF FF FF FF FF FF FF FF
온	U+C628	80 B4	0x52D00	FF FF FF FF FF FC FF F9 FF FB FF F9 FF FC FF FF FF FF FF FF FF 1F FF CF FF EF FF CF FF 1F FF 7F FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF FF FF FF FF FF FF 0F FF FF FF FF FF FF
올	U+C62C	82 6A	0x61A80	FF FF FF FF FF F8 FF F9 FF F8 FF FF FF E0 FF FF FF FF FF FF FF 0F FF CF FF 0F FF 7F FF 07 FF FF FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
옹	U+C639	80 BB	0x52EC0	FF FF FF FF FF FC FF F9 FF F9 FF FC FF FF FF E0 FF FF FF FF FF 1F FF CF FF CF FF 1F FF 7F FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
와	U+C640	82 6B	0x61AC0	FF FF FF FF FF F0 FF E6 FF EF FF EF FF E6 FF F0 FF FF FF FF FF EF FF 6F FF 6F FF 6F FF 63 FF EF FF FD FF FD FF C0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
완	U+C644	82 6C	0x61B00	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FD FF FF FF FF FF 6F FF 2F FF AF FF 2F FF 63 FF EF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF FF FF FF FF 07 FF FF FF FF FF FF
왔	U+C654	82 6D	0x61B40	FF FF FF FF FF F8 FF F2 FF F2 FF F0 FF FD FF E0 FF FF FF FF FF EF FF 6F FF 6F FF 67 FF EF FF 0F FF FF FF FD FF FC FF FA FF F6 FF FF FF FF FF FF FF FF FF DF FF 9F FF 0F FF 77 FF FF FF FF FF FF
왜	U+C65C	80 BC	0x52F00	FF FF FF FF FF F1 FF E4 FF EE FF EE FF E4 FF F1 FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF 8F FF FB FF FB FF C0 FF FF FF FF FF FF FF FF FF FF FF AF FF AF FF AF FF AF FF AF FF FF FF FF FF FF
왠	U+C660	80 BD	0x52F40	FF FF FF FF FF F1 FF E4 FF EE FF E4 FF F1 FF FB FF FF FF FF FF AF FF AF FF AF FF AF FF 8F FF AF FF C0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 2F FF AF FF FF FF FF FF 0F FF FF FF FF FF FF
외	U+C678	82 6F	0x61BC0	FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF F8 FF FF FF FF FF 6F FF 2F FF AF FF AF FF 2F FF 6F FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF FF FF EF FF EF FF 2F FF EF FF EF FF FF FF FF FF FF
왼	U+C67C	80 2B	0x50AC0	FF FF FF FF FF F8 FF F3 FF F7 FF F3 FF F8 FF FD FF FF FF FF FF 6F FF 2F FF AF FF 2F FF 6F FF EF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 2F FF EF FF FF FF FF FF 0F FF FF FF FF FF FF
요	U+C694	82 70	0x61C00	FF FF FF FF FF FF FF F8 FF F3 FF F7 FF F7 FF F3 FF FF FF FF FF FF FF 1F FF CF FF EF FF EF FF CF FF FC FF FD FF FD FF E0 FF FF FF FF FF FF FF FF FF 1F FF DF FF DF FF 07 FF FF FF FF FF FF FF FF
용	U+C6A9	82 72	0x61C80	FF FF FF FF FF FC FF F9 FF F9 FF FC FF FD FF E0 FF FF FF FF FF 1F FF CF FF CF FF 1F FF BF FF 07 FF FF FF FC FF F9 FF F9 FF FC FF FF FF FF FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF FF FF FF
우	U+C6B0	82 73	0x61CC0	FF FF FF FF FF FC FF F9 FF FB FF F9 FF FC FF FF FF FF FF FF FF 1F FF CF FF EF FF CF FF 1F FF FF FF E0 FF FF FF FF FF FF FF FF FF FF FF FF FF FF FF 07 FF 7F FF 7F FF 7F FF 7F FF FF FF FF FF FF
운	U+C6B4	82 76	0x61D80	FF FF FF FF FF FC FF F9 FF FB FF F9 FF FC FF FF FF FF FF FF FF 3F FF 9F FF DF FF 9F FF 3F FF FF FF E0 FF FF FF FB FF FB FF F8 FF FF FF FF FF FF FF 07 FF 7F FF 7F FF FF FF 0F FF FF FF FF FF FF
울	U+C6B8	82 78	0x61E00	FF FF FF FF FF F8 FF F9 FF F8 FF FF FF E0 FF FF FF FF FF FF FF 0F FF CF FF 0F FF FF FF 07 FF 7F FF F8 FF FF FF F8 FF FB FF F8 FF FF FF FF FF FF FF 0F FF EF FF 0F FF FF FF 0F FF FF FF FF FF FF
움	U+C6C0	82 79	0x61E40	FF FF FF FF FF FC FF F9 FF F9 FF FC FF FF FF E0 FF FF FF FF FF 1F FF CF FF CF FF 1F FF FF FF 07 FF FF FF F8 FF FB FF FB FF F8 FF FF FF FF FF FF FF 7F FF 0F FF EF FF EF FF 0F FF FF FF FF FF FF
워	U+C6CC	80 2C	0x50B00	FF FF FF FF FF F8 FF F2 FF F7 FF F2 FF F8 FF FF FF FF FF FF FF EF FF 6F FF 6F FF 6F FF EF FF EF FF E0 FF FD FF FD FF FD FF FD FF FF FF FF FF FF FF 2F FF EF FF 8F FF EF FF EF FF FF FF FF FF FF
